Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RahulShetty,Chrome 108.0.0.0,,,2023-06-09 15:32:08,2023-06-09 15:32:32,23.932s,ERROR
,,,,,,,
Test Cases/RahulShettyTestCase/RahulShettyLoginPage,Chrome 108.0.0.0,,,2023-06-09 15:32:31,2023-06-09 15:32:32,0.136s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.000s,PASSED
Start setup action : SetupMethod,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.015s,ERROR
Start tear down : TearDownMethod,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.073s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.000s,PASSED
,,,,,,,
Test Cases/RahulShettyTestCase/RahulShettyLoginPage,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.128s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.000s,PASSED
Start setup action : SetupMethod,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.014s,ERROR
Start tear down : TearDownMethod,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.075s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-06-09 15:32:32,2023-06-09 15:32:32,0.000s,PASSED
