Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RahulShetty,Chrome 108.0.0.0,,,2023-06-09 19:06:36,2023-06-09 19:07:03,26.966s,ERROR
,,,,,,,
Test Cases/RahulShettyTestCase/RahulShettyLoginPage,Chrome 108.0.0.0,,,2023-06-09 19:07:02,2023-06-09 19:07:02,0.199s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-06-09 19:07:02,2023-06-09 19:07:02,0.000s,PASSED
Start setup action : SetupMethod,Chrome 108.0.0.0,,,2023-06-09 19:07:02,2023-06-09 19:07:02,0.021s,ERROR
Start tear down : TearDownMethod,Chrome 108.0.0.0,,,2023-06-09 19:07:02,2023-06-09 19:07:02,0.076s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-06-09 19:07:02,2023-06-09 19:07:02,0.000s,PASSED
,,,,,,,
Test Cases/RahulShettyTestCase/RahulShettyLoginPage,Chrome 108.0.0.0,,,2023-06-09 19:07:03,2023-06-09 19:07:03,0.183s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 108.0.0.0,,,2023-06-09 19:07:03,2023-06-09 19:07:03,0.001s,PASSED
Start setup action : SetupMethod,Chrome 108.0.0.0,,,2023-06-09 19:07:03,2023-06-09 19:07:03,0.017s,ERROR
Start tear down : TearDownMethod,Chrome 108.0.0.0,,,2023-06-09 19:07:03,2023-06-09 19:07:03,0.068s,PASSED
Start listener action : sampleAfterTestCase,Chrome 108.0.0.0,,,2023-06-09 19:07:03,2023-06-09 19:07:03,0.000s,PASSED
